Name,Number,Full_Name,Number_of_GenEd,Gen_Ed_1,Gen_Ed_2
ENEC,460,Historical Ecology,0,,
ENEC,417,Surface Processes and Landscape Evolution,0,,
ENEC,254,International Environmental Politics,0,,
ENEC,403,Environmental Chemistry Processes,0,,
ENEC,468,Temporal GIS and Space/Time Geostatistics for the Environment and Public Health,0,,
ENEC,272,Local Flora,0,,
ENEC,461,Fundamentals of Ecology,0,,
ENEC,444,Marine Phytoplankton,0,,
ENEC,375,Environmental Advocacy,0,,
ENEC,201,Introduction to Environment and Society,1,FC-GLOBAL or FC-POWER,
ENEC,202,Introduction to the Environmental Sciences,2,FC-NATSCI,FC-LAB
ENEC,305,Data Analysis and Visualization of Social and Environmental Interactions,0,,
ENEC,308,Environmental History,0,,
ENEC,410,Earth Processes in Environmental Systems,0,,
ENEC,411,Oceanic Processes in Environmental Systems,0,,
ENEC,489,Ecological Processes in Environmental Systems,0,,
ENEC,450,Biogeochemical Processes,0,,
ENEC,415,Environmental Systems Modeling,0,,
ENEC,307,Energy and Material Flows in the Environment and Society,0,,
ENEC,309,Environmental Values and Valuation,0,,
ENEC,395,Research in Environmental Sciences and Studies for Undergraduates,0,,
ENEC,490,Special Topics in Environmental Science and Studies,0,,
ENEC,253,Introduction to Atmospheric Processes,0,,
ENEC,222,Estuarine and Coastal Marine Science,0,,
ENEC,201H,Introduction to Environment and Society,1,FC-GLOBAL or FC-POWER,
ENEC,312,Risk-Based International Environmental Decisions,0,,
ENEC,204,Environmental Seminar,0,,
ENEC,256,Mountain Biodiversity,0,,
ENEC,405,Mountain Preservation,0,,
ENEC,463,Corporate Environmental Stewardship,1,FC-GLOBAL or FC-VALUES,
ENEC,396,Directed Readings,0,,
ENEC,208,New Frontiers: Environment and Society in the United States,0,,
ENEC,51,"First-Year Seminar: Balancing the Environment: Science, Human Values, and Policy in North Carolina",0,,
ENEC,350,Environmental Law and Policy,1,FC-VALUES,
ENEC,471,Human Impacts on Estuarine Ecosystems,0,,
ENEC,448,Coastal and Estuarine Ecology,0,,
ENEC,372,Global Environment: Policy Analysis and Solutions,0,,
ENEC,191,Peoples of Siberia,0,,
ENEC,203,Introduction to Environmental Science Problem Solving,1,FC-NATSCI or FC-QUANT,
ENEC,259,Coral Reef Ecology and Management,0,,
ENEC,264,Conservation of Biodiversity in Theory and Practice,0,,
ENEC,263,Environmental Field Studies in Siberia,0,,
ENEC,351,Coastal Law and Policy,0,,
ENEC,479,Landscape Analysis,0,,
ENEC,393,Internship in Sustainability,0,,
ENEC,210,Energy in a Sustainable Environment Seminar,0,,
ENEC,330,Principles of Sustainability,0,,
ENEC,431,Sustainable Cities: Exploring Ways of Making Cities More Sustainable,0,,
ENEC,416,Environmental Meteorology,0,,
ENEC,459,Ecological Anthropology,0,,
ENEC,406,Atmospheric Processes II,0,,
ENEC,89,First Year Seminar: Special Topics,0,,
ENEC,220,North Carolina Estuaries: Environmental Processes and Problems,0,,
ENEC,420,Community Design and Green Architecture,0,,
ENEC,474,Sustainable Coastal Management,0,,
ENEC,208H,New Frontiers: Environment and Society in the United States,0,,
ENEC,108,Our Energy and Climate Crises: Challenges and Opportunities,0,,
ENEC,325,Water Resource Management and Human Rights,1,FC-POWER or FC-VALUES,
ENEC,412,Principles and Methods of Teaching Earth Science,0,,
ENEC,325H,Water Resource Management and Human Rights,1,FC-POWER or FC-VALUES,
ENEC,490H,Special Topics in Environmental Science and Studies,0,,
ENEC,370,Agriculture and the Environment,0,,
ENEC,238,Human Ecology of Africa,1,FC-GLOBAL,
ENEC,475,The Political Economy of Food,0,,
ENEC,266,"Contemporary Africa: Issues in Health, Population, and the Environment",0,,
ENEC,493,Environmental Internship,0,,
ENEC,352,Marine Fisheries Ecology,0,,
ENEC,462,Ecosystem Management,0,,
ENEC,380,Environmental Economics,0,,
ENEC,241,Energy and Culture Seminar for the Thailand Field Site,0,,
ENEC,242,Ecology and Culture Seminar for Ecuador Field Site,0,,
ENEC,441,Marine Physiological Ecology,0,,
ENEC,370H,Agriculture and the Environment,0,,
ENEC,482,Energy and the Environment: A Coastal Perspective,0,,
ENEC,310,Coastal Environmental Change,0,,
ENEC,304,Restoration Ecology,0,,
ENEC,485,Coastal Resource Economics and Policy,0,,
ENEC,492,Social Science Research Methods,0,,
ENEC,324,Water in Our World: Introduction to Hydrologic Science and Environmental Problems,1,FC-NATSCI,
ENEC,324L,Water in Our World Laboratory,1,FC-LAB,
ENEC,491,Effective Environmental Communication,0,,
ENEC,371,Energy Policy,1,FC-GLOBAL,
ENEC,433,Wetland Hydrology,0,,
ENEC,237,"Food, Environment, and Sustainability",1,FC-KNOWING,
ENEC,481,Energy Economics,0,,
ENEC,320,The Future of Energy,0,,
ENEC,475H,The Political Economy of Food,0,,
ENEC,437,Social Vulnerability to Climate Change,1,FC-GLOBAL,
ENEC,407,Principles of Energy Conversion,0,,
ENEC,432,Environmental Life Cycle Assessment,0,,
ENEC,373,Confronting Climate Change in the Anthropocene,0,,
ENEC,101,Global  Environmental Change,0,,
ENEC,421,"Textiles: Environmental Impacts, Issues, and Innovations",0,,
ENEC,473,Business and Finance Fundamentals for Change Makers,1,FC-QUANT,
ENEC,320H,The Future of Energy,0,,
ENGL,121,"British Literature, 19th and Early 20th Century",1,FC-AESTH or FC-KNOWING,
ENGL,304,Advanced Business Communication,1,FC-KNOWING,
ENGL,164,Introduction to Latina/o Studies,1,FC-AESTH or FC-POWER,
ENGL,53,First-Year Seminar: Slavery and Freedom in African American Literature and Film,1,FC-AESTH or FC-POWER,
ENGL,75,First-Year Seminar: Interpreting the South from Manuscripts,0,,
ENGL,263,Literature and Gender,0,,
ENGL,367,African American Literature to 1930,1,FC-AESTH or FC-POWER,
ENGL,369,"African American Literature, 1970 to the Present",1,FC-AESTH,
ENGL,331,18th-Century Literature,1,FC-AESTH or FC-PAST,
ENGL,223,Chaucer,1,FC-AESTH or FC-PAST,
ENGL,220,"American Literature,  Before 1900",1,FC-AESTH,
ENGL,387,Canadian Literature,0,,
ENGL,239,20th-Century British and American Poetry,0,,
ENGL,400,Advanced Composition for Teachers,1,FC-KNOWING,
ENGL,74,First-Year Seminar: Epic/Anti-Epic in Western Literature,1,FC-AESTH,
ENGL,234,The British Novel from 1870 to World War II,1,FC-AESTH,
ENGL,282,Travel Literature,1,FC-AESTH,
ENGL,221,"American Literature, 1900-2000",1,FC-AESTH or FC-KNOWING,
ENGL,373,Southern American Literature,1,FC-AESTH or FC-KNOWING,
ENGL,125,Introduction to Poetry,1,FC-AESTH or FC-KNOWING,
ENGL,303,Scientific and Technical Communication,0,,
ENGL,360,Contemporary Asian American Literature and Theory,1,FC-AESTH or FC-POWER,
ENGL,226,Renaissance Drama,1,FC-AESTH or FC-PAST,
ENGL,219,The American Novel,1,FC-AESTH or FC-KNOWING,
ENGL,261,An Introduction to Literary Criticism,1,FC-AESTH or FC-KNOWING,
ENGL,148,Horror,1,FC-AESTH or FC-KNOWING,
ENGL,317,Writing and Social Networks,1,FC-KNOWING,
ENGL,206,Intermediate Fiction Writing,1,FC-CREATE,
ENGL,123,Introduction to Fiction,1,FC-AESTH or FC-KNOWING,
ENGL,236,18th-Century Fiction,1,FC-AESTH,
ENGL,356,British and American Fiction Since World War II,1,FC-AESTH,
ENGL,129,Literature and Cultural Diversity,1,FC-AESTH or FC-POWER,
ENGL,225,Shakespeare,1,FC-AESTH or FC-PAST,
ENGL,230,Milton,1,FC-AESTH,
ENGL,152,Twentieth-Century American Literature,0,,
ENGL,213,Grammar of Current English,0,,
ENGL,232,"English Literature, 1832-1890",0,,
ENGL,126,Introduction to Drama,1,FC-AESTH or FC-KNOWING,
ENGL,300,Professional Writing and Editing,0,,
ENGL,437,Chief British Romantic Writers,1,FC-AESTH,
ENGL,382,Literature and Media,1,FC-AESTH or FC-KNOWING,
ENGL,227,Literature of the Earlier Renaissance,1,FC-AESTH or FC-PAST,
ENGL,228,Literature of the Later Renaissance,0,,
ENGL,63,First-Year Seminar: Banned Books,1,FC-AESTH,
ENGL,224,"Survey of Medieval English Literature, excluding Chaucer",1,FC-AESTH or FC-PAST,
ENGL,406,Advanced Fiction Writing,1,FC-CREATE,
ENGL,115,History of the English Language,1,FC-KNOWING or FC-PAST,
ENGL,161,Literature of War from World War I to the 21st Century,1,FC-AESTH or FC-KNOWING,
ENGL,130,Introduction to Fiction Writing,1,FC-CREATE,
ENGL,131,Introduction to Poetry Writing,1,FC-CREATE,
ENGL,207,Intermediate Poetry Writing,1,FC-CREATE,
ENGL,142,Film Analysis,1,FC-AESTH or FC-KNOWING,
ENGL,409,Lyrics and Lyricists: A Collaborative Exploration of the Processes of Popular-Song Lyric Writing,1,FC-CREATE,
ENGL,396,Directed Readings in English or Creative Writing,0,,
ENGL,208,Reading and Writing Creative Nonfiction,1,FC-CREATE,
ENGL,218,American Poetry,1,FC-AESTH or FC-KNOWING,
ENGL,124,Contemporary Literature,1,FC-AESTH or FC-KNOWING,
ENGL,390,Studies in Literary Topics,1,FC-AESTH,
ENGL,407,Advanced Poetry Writing,1,FC-CREATE,
ENGL,120,"British Literature, Medieval to 18th Century",1,FC-AESTH or FC-PAST,
ENGL,128,Major American Authors,1,FC-AESTH or FC-KNOWING,
ENGL,135H,First-Year Honors: Types of Literature,1,FC-KNOWING,
ENGL,202,Everyday Cultures: Folklore in America,1,FC-AESTH or FC-KNOWING,
ENGL,237,18th-Century Drama,0,,
ENGL,487,Everyday Stories: Personal Narrative and Legend,1,FC-AESTH or FC-KNOWING,
ENGL,191,Introduction to Literary Studies,0,,
ENGL,132H,First-Year Honors: Introduction to Fiction Writing,1,FC-CREATE,
ENGL,307,Studies in Fiction and Poetry: Stylistics,1,FC-CREATE,
ENGL,144,Popular Genres,1,FC-AESTH or FC-KNOWING,
ENGL,100,Basic Writing,0,,
ENGL,318,Multimedia Composition,1,FC-CREATE,
ENGL,381,Literature and Cinema,1,FC-AESTH or FC-KNOWING,
ENGL,215,English in the U.S.A.,0,,
ENGL,370,"Race, Health, and Narrative",1,FC-AESTH or FC-POWER,
ENGL,238,19th-Century British Novel,1,FC-AESTH or FC-PAST,
ENGL,236H,18th-Century Fiction,1,FC-AESTH,
ENGL,225H,Shakespeare,1,FC-AESTH or FC-PAST,
ENGL,219H,The American Novel,1,FC-AESTH or FC-KNOWING,
ENGL,227H,Literature of the Earlier Renaissance,1,FC-AESTH or FC-PAST,
ENGL,59,First-Year Seminar: Black Masculinity and Femininity,1,FC-AESTH or FC-POWER,
ENGL,331H,18th-Century Literature,1,FC-AESTH or FC-PAST,
ENGL,237H,18th-Century Drama,0,,
ENGL,226H,Renaissance Drama,1,FC-AESTH or FC-PAST,
ENGL,223H,Chaucer,1,FC-AESTH or FC-PAST,
ENGL,220H,"American Literature, Before 1900",1,FC-AESTH,
ENGL,261H,An Introduction to Literary Criticism,1,FC-AESTH or FC-KNOWING,
ENGL,337,The Romantic Revolution in the Arts,1,FC-PAST,
ENGL,437H,Chief British Romantic Writers,1,FC-AESTH,
ENGL,221H,"American Literature, 1900-2000",1,FC-AESTH or FC-KNOWING,
ENGL,363,Feminist Literary Theory,1,FC-AESTH,
ENGL,228H,Literature of the Later Renaissance,0,,
ENGL,356H,British and American Fiction Since World War II,1,FC-AESTH,
ENGL,374,Southern Women Writers,1,FC-AESTH,
ENGL,369H,"African American Literature, 1970 to the Present",1,FC-AESTH,
ENGL,446,American Women Authors,1,FC-AESTH,
ENGL,234H,The British Novel from 1870 to World War II,1,FC-AESTH,
ENGL,446H,American Women Authors,1,FC-AESTH,
ENGL,367H,African American Literature to 1930,1,FC-AESTH or FC-POWER,
ENGL,230H,Milton,1,FC-AESTH,
ENGL,239H,20th-Century British and American Poetry,0,,
ENGL,263H,Literature and Gender,0,,
ENGL,52,First-Year Seminar: Computers and English Studies,1,FC-AESTH or FC-KNOWING,
ENGL,265,"Literature and Race, Literature and Ethnicity",1,FC-AESTH or FC-POWER,
ENGL,50,First-Year Seminar: Multimedia North Carolina,0,,
ENGL,248,"Intersectionality: Race, Gender, Sexuality, and Social Justice",1,FC-POWER,
ENGL,300I,Professional Writing in Health and Medicine (Interdisciplinary),0,,
ENGL,233,Contemporary Approaches to 18th-Century Literature and Culture,1,FC-AESTH,
ENGL,158,Postcolonial Literature,0,,
ENGL,142H,Film Analysis,1,FC-AESTH or FC-KNOWING,
ENGL,284,Reading Children's Literature,1,FC-AESTH or FC-KNOWING,
ENGL,289,Jewish American Literature and Culture of the 20th Century,0,,
ENGL,140,Introduction to Gay and Lesbian Culture and Literature,1,FC-AESTH or FC-POWER,
ENGL,232H,"English Literature, 1832-1890",0,,
ENGL,54,First-Year Seminar: The War to End All Wars? The First World War and the Modern World,1,FC-AESTH,
ENGL,57,First-Year Seminar: Future Perfect: Science Fictions and Social Form,1,FC-AESTH,
ENGL,58,First-Year Seminar: The Doubled Image: Photography in U.S. Latina/o Short Fiction,0,,
ENGL,70,"First-Year Seminar: Courtly Love, Then and Now",1,FC-AESTH,
ENGL,71,First-Year Seminar: Healers and Patients,1,FC-AESTH,
ENGL,73,First-Year Seminar: Literature of War from World War I to the 21st Century,1,FC-AESTH or FC-KNOWING,
ENGL,122,Introduction to American Literature,1,FC-AESTH,
ENGL,127,Writing about Literature,1,FC-AESTH,
ENGL,133H,First-Year Honors: Introduction to Poetry Writing,1,FC-CREATE,
ENGL,141,World Literatures in English,1,FC-AESTH or FC-GLOBAL,
ENGL,143,Film and Culture,1,FC-AESTH or FC-KNOWING,
ENGL,146,Science Fiction/Fantasy/Utopia,1,FC-AESTH or FC-KNOWING,
ENGL,147,Mystery Fiction,1,FC-AESTH or FC-KNOWING,
ENGL,210,Writing Young Adult Literature,1,FC-CREATE,
ENGL,265H,"Literature and Race, Literature and Ethnicity",1,FC-AESTH or FC-POWER,
ENGL,266,Science and Literature,1,FC-AESTH or FC-KNOWING,
ENGL,266H,Science and Literature,1,FC-AESTH or FC-KNOWING,
ENGL,278,"Irish Writing, 1800-2000",1,FC-AESTH or FC-KNOWING,
ENGL,282H,Travel Literature,1,FC-AESTH,
ENGL,283,Life Writing,1,FC-AESTH or FC-CREATE,
ENGL,283H,Life Writing,1,FC-AESTH or FC-CREATE,
ENGL,288,Literary Modernism,1,FC-AESTH or FC-KNOWING,
ENGL,301,Professional Writing in the Arts,1,FC-AESTH,
ENGL,302,Professional Communication for Social Movements,0,,
ENGL,305,Advanced Legal Communication,1,FC-VALUES,
ENGL,306,Playwriting,1,FC-CREATE,
ENGL,215H,English in the U.S.A.,0,,
ENGL,224H,"Survey of Medieval English Literature, excluding Chaucer",1,FC-AESTH or FC-PAST,
ENGL,325,Shakespeare and His Contemporaries,1,FC-AESTH,
ENGL,327,Renaissance Literature and Its Intellectual Contexts,1,FC-AESTH,
ENGL,330,Perspectives on the Renaissance,1,FC-AESTH,
ENGL,238H,19th-Century British Novel,1,FC-AESTH or FC-PAST,
ENGL,218H,American Poetry,1,FC-AESTH or FC-KNOWING,
ENGL,482,"Metadata, Mark-up, and Mapping: Understanding the Rhetoric of Digital Humanities",1,FC-QUANT,
ENGL,363H,Feminist Literary Theory,1,FC-AESTH,
ENGL,164H,Introduction to Latina/o Studies,1,FC-AESTH or FC-POWER,
ENGL,279,Migration and Globalization,0,,
ENGL,365H,Migration and Globalization,0,,
ENGL,368,"African American Literature, 1930-1970",0,,
ENGL,368H,"African American Literature, 1930-1970",0,,
ENGL,373H,Southern American Literature,1,FC-AESTH or FC-KNOWING,
ENGL,377,Introduction to the Celtic Cultures,1,FC-AESTH or FC-KNOWING,
ENGL,380,Topics In Film History,1,FC-AESTH or FC-KNOWING,
ENGL,380H,Topics In Film History,1,FC-AESTH or FC-KNOWING,
ENGL,385,Literature and Law,1,FC-AESTH or FC-VALUES,
ENGL,490,Creative Writing: Special Topics,0,,
ENGL,430,Renaissance Literature--Contemporary Issues,1,FC-AESTH,
ENGL,233H,Contemporary Approaches to 18th-Century Literature and Culture,1,FC-AESTH,
ENGL,249,Romantic Literature--Contemporary Issues,1,FC-AESTH,
ENGL,242,Victorian Literature--Contemporary Issues,1,FC-AESTH or FC-PAST,
ENGL,443,American Literature before 1860--Contemporary Issues,1,FC-PAST,
ENGL,443H,American Literature before 1860--Contemporary Issues,1,FC-PAST,
ENGL,444,"American Literature, 1860-1900--Contemporary Issues",1,FC-AESTH or FC-KNOWING,
ENGL,444H,"American Literature, 1860-1900--Contemporary Issues",1,FC-AESTH or FC-KNOWING,
ENGL,445,"American Literature, 1900-2000--Contemporary Issues",1,FC-AESTH,
ENGL,445H,"American Literature, 1900-2000--Contemporary Issues",1,FC-AESTH,
ENGL,158H,Postcolonial Literature,0,,
ENGL,466,Literary Theory--Contemporary Issues,1,FC-AESTH or FC-KNOWING,
ENGL,466H,Literary Theory--Contemporary Issues,1,FC-AESTH or FC-KNOWING,
ENGL,472,African American Literature--Contemporary Issues,1,FC-AESTH,
ENGL,472H,African American Literature--Contemporary Issues,1,FC-AESTH,
ENGL,475,Southern Literature--Contemporary Issues,0,,
ENGL,489,"Science, Medicine, and Cultural Studies--Contemporary Issues",0,,
ENGL,489H,"Science, Medicine, and Cultural Studies--Contemporary Issues",0,,
ENGL,79,First-Year Seminar: Globalization/Global Asians,1,FC-AESTH,
ENGL,120H,"British Literature, Medieval to 18th Century",1,FC-AESTH or FC-PAST,
ENGL,388,Modernism: Movements and Moments,1,FC-AESTH or FC-KNOWING,
ENGL,85,First-Year Seminar: Economic Saints and Villains,1,FC-AESTH,
ENGL,89,First-Year Seminar: Special Topics,0,,
ENGL,86,First-Year Seminar: The Cities of Modernism,1,FC-KNOWING,
ENGL,87,"First-Year Seminar: Jane Austen, Then and Now",1,FC-AESTH or FC-KNOWING,
ENGL,88,First Year Seminar:  The Legacy of the Japanese American Internment: from WWII to 9/11,1,FC-AESTH,
ENGL,150,Introductory Seminar in Literary Studies,1,FC-AESTH or FC-KNOWING,
ENGL,291,Picture Books,1,FC-AESTH or FC-KNOWING,
ENGL,403,Rhetoric and Social Justice,1,FC-VALUES,
ENGL,235,Studies in Jane Austen,1,FC-AESTH,
ENGL,361,Asian American Women's Writing,1,FC-AESTH,
ENGL,447,Memory and Literature,1,FC-AESTH or FC-KNOWING,
ENGL,403H,Rhetoric and Social Justice,1,FC-VALUES,
ENGL,325H,Shakespeare and His Contemporaries,1,FC-AESTH,
ENGL,268,"Medicine, Literature, and Culture",1,FC-AESTH or FC-KNOWING,
ENGL,58H,First-Year Seminar: The Doubled Image: Photography in U.S. Latina/o Short Fiction,0,,
ENGL,240,Caribbean Literature,0,,
ENGL,267,Growing Up Latina/o,1,FC-AESTH or FC-POWER,
ENGL,270,Studies in Asian American Literature,1,FC-AESTH or FC-POWER,
ENGL,69,First-Year Seminar: Entrepreneurial on the Web,1,FC-AESTH or FC-CREATE,
ENGL,151,Nineteenth-Century American Literature,0,,
ENGL,153,"Sex, Gender, and Sexuality in the Premodern World",1,FC-AESTH or FC-PAST,
ENGL,250,Faulkner,0,,
ENGL,251,Film Performance and Stardom,0,,
ENGL,255,Introduction to Media Studies,1,FC-AESTH or FC-KNOWING,
ENGL,274,Drama: PlayMakers Current Season,1,FC-AESTH or FC-KNOWING,
ENGL,295,Undergraduate Research Seminar,0,,
ENGL,271,Mixed-Race America: Race in Contemporary American Literature and Culture,1,FC-AESTH or FC-POWER,
